,BankId,BankgroupId,Capacity,ChannelId,ColumnId,CpuId,DimmId,FrequencyMHz,LogTime,Manufacturer,MaxSpeedMHz,McaBank,Model,PN,RankId,RetryRdErrLogParity,RowId,deviceID,error_type_full_name,memory_type,region
107,3,0,32,0,0,1,0,,1704134175,C,4000.0,O,I,BR,1,144723988,16265,15.0,CE.READ,DDR4,P
108,3,0,32,0,0,1,0,,1704130940,C,4000.0,O,I,BR,1,34231569,16331,15.0,CE.READ,DDR4,P
109,3,0,32,0,0,1,0,,1704132534,C,4000.0,O,I,BR,1,144723972,16352,15.0,CE.READ,DDR4,P
110,3,0,32,0,0,1,0,,1704133591,C,4000.0,O,I,BR,1,144723988,79885,15.0,CE.READ,DDR4,P
111,3,0,32,0,0,1,0,,1704131433,C,4000.0,O,I,BR,1,144723988,79891,15.0,CE.READ,DDR4,P
112,3,0,32,0,0,1,0,,1704136943,C,4000.0,O,I,BR,1,144707604,79910,15.0,CE.READ,DDR4,P
113,3,0,32,0,0,1,0,,1704135619,C,4000.0,O,I,BR,1,715280388,79915,15.0,CE.READ,DDR4,P
114,3,0,32,3,0,1,0,,1704132235,C,,O,I,BR,1,144723988,79928,15.0,CE.READ,DDR4,P
115,3,0,32,0,0,1,0,,1704131705,C,4000.0,O,I,BR,1,144723988,79929,15.0,CE.READ,DDR4,P
116,3,0,32,0,0,1,0,,1704131180,C,4000.0,O,I,BR,1,144724052,79961,15.0,CE.READ,DDR4,P
117,3,0,32,0,0,1,0,,1704132794,C,4000.0,O,I,BR,1,144723988,79971,15.0,CE.READ,DDR4,P
118,3,0,32,0,0,1,0,,1704133214,C,4000.0,O,I,BR,1,144723988,79980,15.0,CE.READ,DDR4,P
119,3,0,32,3,0,1,0,,1704130863,C,,O,I,BR,1,2718565697,80007,15.0,CE.READ,DDR4,P
120,3,0,32,0,0,1,0,,1704137176,C,4000.0,O,I,BR,1,2718438721,80034,15.0,CE.READ,DDR4,P
121,3,0,32,0,0,1,0,,1704131089,C,4000.0,O,I,BR,1,2718565697,80045,15.0,CE.READ,DDR4,P
122,3,0,32,0,0,1,0,,1704133843,C,4000.0,O,I,BR,1,2718565697,80056,15.0,CE.READ,DDR4,P
123,3,0,32,0,0,1,0,,1704139388,C,4000.0,O,I,BR,1,2718582017,80067,15.0,CE.READ,DDR4,P
124,3,0,32,0,0,1,0,,1704131688,C,4000.0,O,I,BR,1,2150122821,80072,15.0,CE.READ,DDR4,P
125,3,0,32,0,0,1,0,,1704133263,C,4000.0,O,I,BR,1,2718565697,80104,15.0,CE.READ,DDR4,P
126,3,0,32,0,0,1,0,,1704132539,C,4000.0,O,I,BR,1,144723988,80155,15.0,CE.READ,DDR4,P
127,3,0,32,0,0,1,0,,1704130993,C,4000.0,O,I,BR,1,715260160,80200,15.0,CE.READ,DDR4,P
128,3,0,32,0,0,1,0,,1704132901,C,4000.0,O,I,BR,1,144723988,80206,15.0,CE.READ,DDR4,P
129,3,0,32,3,0,1,0,,1704131591,C,,O,I,BR,1,2718565697,80227,15.0,CE.READ,DDR4,P
130,3,0,32,0,0,1,0,,1704131318,C,4000.0,O,I,BR,1,2718565697,80237,15.0,CE.READ,DDR4,P
131,3,0,32,0,0,1,0,,1704136584,C,4000.0,O,I,BR,1,34226241,80256,15.0,CE.READ,DDR4,P
132,3,0,32,0,0,1,0,,1704130962,C,4000.0,O,I,BR,1,2729050433,80259,15.0,CE.READ,DDR4,P
133,3,0,32,0,0,1,0,,1704132034,C,4000.0,O,I,BR,1,2718564673,80288,15.0,CE.READ,DDR4,P
134,3,0,32,0,0,1,0,,1704139985,C,4000.0,O,I,BR,1,2718565697,80294,15.0,CE.READ,DDR4,P
135,3,0,32,0,0,1,0,,1704132039,C,4000.0,O,I,BR,1,2150110229,80304,15.0,CE.READ,DDR4,P
136,3,0,32,0,0,1,0,,1704139152,C,4000.0,O,I,BR,1,34214209,80345,15.0,CE.READ,DDR4,P
137,3,0,32,0,0,1,0,,1704140075,C,4000.0,O,I,BR,1,571081793,80352,,UCE.READ,DDR4,P
138,3,0,32,3,1024,1,0,,1704140072,C,,O,I,BR,1,0,80352,,UCE.UCNA,DDR4,P
139,3,0,32,3,1024,1,0,,1704140072,C,,O,I,BR,1,571081793,80352,,UCE.READ,DDR4,P
140,3,0,32,0,0,1,0,,1704132409,C,4000.0,O,I,BR,1,2718565697,80404,15.0,CE.READ,DDR4,P
141,3,0,32,0,0,1,0,,1704131295,C,4000.0,O,I,BR,1,571082049,80434,15.0,CE.READ,DDR4,P
142,3,0,32,3,0,1,0,,1704132235,C,,O,I,BR,1,2718565697,80442,15.0,CE.READ,DDR4,P
143,3,0,32,3,0,1,0,,1704132246,C,,O,I,BR,1,2718565697,80454,15.0,CE.READ,DDR4,P
144,3,0,32,0,0,1,0,,1704131212,C,4000.0,O,I,BR,1,2718564673,80472,15.0,CE.READ,DDR4,P
145,3,0,32,3,0,1,0,,1704132231,C,,O,I,BR,1,2718565697,80480,15.0,CE.READ,DDR4,P
146,3,0,32,0,0,1,0,,1704133496,C,4000.0,O,I,BR,1,2718565697,80482,15.0,CE.READ,DDR4,P
147,3,0,32,3,0,1,0,,1704132246,C,,O,I,BR,1,2718565697,80484,15.0,CE.READ,DDR4,P
148,3,0,32,0,0,1,0,,1704131174,C,4000.0,O,I,BR,1,2718564417,80510,15.0,CE.READ,DDR4,P
149,3,0,32,0,0,1,0,,1704139463,C,4000.0,O,I,BR,1,540993,80533,15.0,CE.READ,DDR4,P
150,3,0,32,0,0,1,0,,1704131460,C,4000.0,O,I,BR,1,2718565697,80547,15.0,CE.READ,DDR4,P
151,3,0,32,0,0,1,0,,1704131323,C,4000.0,O,I,BR,1,2718565697,80559,15.0,CE.READ,DDR4,P
152,3,0,32,0,0,1,0,,1704135377,C,4000.0,O,I,BR,1,2718565697,80580,15.0,CE.READ,DDR4,P
153,3,0,32,0,0,1,0,,1704131438,C,4000.0,O,I,BR,1,2718564673,80598,15.0,CE.READ,DDR4,P
154,3,0,32,0,0,1,0,,1704133017,C,4000.0,O,I,BR,1,2718438721,80609,15.0,CE.READ,DDR4,P
155,3,0,32,3,0,1,0,,1704131590,C,,O,I,BR,1,2718565697,80659,15.0,CE.READ,DDR4,P
156,3,0,32,3,0,1,0,,1704132246,C,,O,I,BR,1,2718565697,80676,15.0,CE.READ,DDR4,P
157,3,0,32,0,0,1,0,,1704131543,C,4000.0,O,I,BR,1,2718565697,80699,15.0,CE.READ,DDR4,P
158,3,0,32,3,0,1,0,,1704131542,C,,O,I,BR,1,2718565697,80699,15.0,CE.READ,DDR4,P
159,3,0,32,3,0,1,0,,1704131541,C,,O,I,BR,1,2718565697,80704,15.0,CE.READ,DDR4,P
160,3,0,32,0,0,1,0,,1704131334,C,4000.0,O,I,BR,1,2718565697,80712,15.0,CE.READ,DDR4,P
161,3,0,32,0,0,1,0,,1704131202,C,4000.0,O,I,BR,1,2718565697,80741,15.0,CE.READ,DDR4,P
162,3,0,32,0,0,1,0,,1704133337,C,4000.0,O,I,BR,1,2718565697,80748,15.0,CE.READ,DDR4,P
163,3,0,32,0,0,1,0,,1704136937,C,4000.0,O,I,BR,1,2718565697,80759,15.0,CE.READ,DDR4,P
164,3,0,32,0,0,1,0,,1704131933,C,4000.0,O,I,BR,1,2852783425,80763,15.0,CE.READ,DDR4,P
165,3,0,32,0,0,1,0,,1704132163,C,4000.0,O,I,BR,1,2718565441,80768,15.0,CE.READ,DDR4,P
166,3,0,32,3,0,1,0,,1704131476,C,,O,I,BR,1,34227521,80777,15.0,CE.READ,DDR4,P
167,3,0,32,3,0,1,0,,1704131616,C,,O,I,BR,1,2718565697,80808,15.0,CE.READ,DDR4,P
168,3,0,32,0,0,1,0,,1704132293,C,4000.0,O,I,BR,1,2148024641,80830,15.0,CE.READ,DDR4,P
169,3,0,32,0,0,1,0,,1704131656,C,4000.0,O,I,BR,1,2726954305,80835,15.0,CE.READ,DDR4,P
170,3,0,32,0,0,1,0,,1704131823,C,4000.0,O,I,BR,1,2718565697,80852,15.0,CE.READ,DDR4,P
171,3,0,32,0,0,1,0,,1704130981,C,4000.0,O,I,BR,1,2718565697,80857,15.0,CE.READ,DDR4,P
172,3,0,32,3,0,1,0,,1704130862,C,,O,I,BR,1,2718565633,80878,15.0,CE.READ,DDR4,P
173,3,0,32,0,0,1,0,,1704132376,C,4000.0,O,I,BR,1,2718565697,80879,15.0,CE.READ,DDR4,P
174,3,0,32,0,0,1,0,,1704134434,C,4000.0,O,I,BR,1,2150122500,80883,15.0,CE.READ,DDR4,P
175,3,0,32,0,0,1,0,,1704137825,C,4000.0,O,I,BR,1,144723988,81307,15.0,CE.READ,DDR4,P
176,3,0,32,0,0,1,0,,1704131896,C,4000.0,O,I,BR,1,178278420,81310,15.0,CE.READ,DDR4,P
177,3,0,32,0,0,1,0,,1704132287,C,4000.0,O,I,BR,1,144723988,81339,15.0,CE.READ,DDR4,P
178,3,0,32,0,0,1,0,,1704134096,C,4000.0,O,I,BR,1,144723988,81405,15.0,CE.READ,DDR4,P
179,3,0,32,0,0,1,0,,1704132872,C,4000.0,O,I,BR,1,144723988,81422,15.0,CE.READ,DDR4,P
180,3,0,32,0,0,1,0,,1704131444,C,4000.0,O,I,BR,1,144723988,81453,15.0,CE.READ,DDR4,P
181,3,0,32,0,0,1,0,,1704133012,C,4000.0,O,I,BR,1,144723988,81465,15.0,CE.READ,DDR4,P
182,3,0,32,0,0,1,0,,1704131812,C,4000.0,O,I,BR,1,144723988,81468,15.0,CE.READ,DDR4,P
183,3,0,32,0,0,1,0,,1704132403,C,4000.0,O,I,BR,1,144723988,81474,15.0,CE.READ,DDR4,P
184,3,0,32,0,0,1,0,,1704133458,C,4000.0,O,I,BR,1,144723988,81476,15.0,CE.READ,DDR4,P
185,3,0,32,0,0,1,0,,1704131939,C,4000.0,O,I,BR,1,144723988,81482,15.0,CE.READ,DDR4,P
186,3,0,32,0,0,1,0,,1704137472,C,4000.0,O,I,BR,1,715149649,81531,15.0,CE.READ,DDR4,P
187,3,0,32,0,0,1,0,,1704132029,C,4000.0,O,I,BR,1,144723988,81537,15.0,CE.READ,DDR4,P
188,3,0,32,0,0,1,0,,1704137934,C,4000.0,O,I,BR,1,144723988,81540,15.0,CE.READ,DDR4,P
189,3,0,32,0,0,1,0,,1704133830,C,4000.0,O,I,BR,1,144723988,81557,15.0,CE.READ,DDR4,P
190,3,0,32,0,0,1,0,,1704131223,C,4000.0,O,I,BR,1,144723988,81559,15.0,CE.READ,DDR4,P
191,3,0,32,3,0,1,0,,1704130862,C,,O,I,BR,1,136335380,81564,15.0,CE.READ,DDR4,P
192,3,0,32,0,0,1,0,,1704137223,C,4000.0,O,I,BR,1,144723988,81571,15.0,CE.READ,DDR4,P
193,3,0,32,0,0,1,0,,1704131061,C,4000.0,O,I,BR,1,178278420,81584,15.0,CE.READ,DDR4,P
194,3,0,32,3,0,1,0,,1704132235,C,,O,I,BR,1,10490116,81588,15.0,CE.READ,DDR4,P
195,3,0,32,0,0,1,0,,1704131776,C,4000.0,O,I,BR,1,144723988,81591,15.0,CE.READ,DDR4,P
196,3,0,32,0,0,1,0,,1704133871,C,4000.0,O,I,BR,1,144719892,81630,15.0,CE.READ,DDR4,P
197,3,0,32,0,0,1,0,,1704133024,C,4000.0,O,I,BR,1,144723988,81632,15.0,CE.READ,DDR4,P
198,3,0,32,0,0,1,0,,1704139271,C,4000.0,O,I,BR,1,144723988,81645,15.0,CE.READ,DDR4,P
199,3,0,32,0,0,1,0,,1704136700,C,4000.0,O,I,BR,1,44045588,81648,15.0,CE.READ,DDR4,P
200,3,0,32,0,0,1,0,,1704130968,C,4000.0,O,I,BR,1,145248276,81670,15.0,CE.READ,DDR4,P
201,3,0,32,0,0,1,0,,1704131191,C,4000.0,O,I,BR,1,144723988,81675,15.0,CE.READ,DDR4,P
202,3,0,32,3,0,1,0,,1704132246,C,,O,I,BR,1,144723988,81676,15.0,CE.READ,DDR4,P
203,3,0,32,0,0,1,0,,1704132888,C,4000.0,O,I,BR,1,144723988,81691,15.0,CE.READ,DDR4,P
204,3,0,32,0,0,1,0,,1704131329,C,4000.0,O,I,BR,1,144723988,81705,15.0,CE.READ,DDR4,P
205,3,0,32,0,0,1,0,,1704131306,C,4000.0,O,I,BR,1,144723988,81718,15.0,CE.READ,DDR4,P
206,3,0,32,0,0,1,0,,1704131301,C,4000.0,O,I,BR,1,144723988,81718,15.0,CE.READ,DDR4,P
207,3,0,32,0,0,1,0,,1704131100,C,4000.0,O,I,BR,1,2718582081,81754,15.0,CE.READ,DDR4,P
208,3,0,32,0,0,1,0,,1704131661,C,4000.0,O,I,BR,1,142626836,81797,15.0,CE.READ,DDR4,P
209,3,0,32,3,0,1,0,,1704130862,C,,O,I,BR,1,144723988,81822,15.0,CE.READ,DDR4,P
210,3,0,32,0,0,1,0,,1704131078,C,4000.0,O,I,BR,1,2292207620,81871,15.0,CE.READ,DDR4,P
211,3,0,32,0,0,1,0,,1704132063,C,4000.0,O,I,BR,1,144723988,81911,15.0,CE.READ,DDR4,P
212,3,0,32,0,0,1,0,,1704131106,C,4000.0,O,I,BR,1,144723988,81915,15.0,CE.READ,DDR4,P
213,3,0,32,0,0,1,0,,1704132068,C,4000.0,O,I,BR,1,144723988,81919,15.0,CE.READ,DDR4,P
